iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Desmacella austini,459736,Desmacella austini,"Lehnert, Conway, Barrie & Krautter, 2005",2,"{""imerss.org:iNat:59908562"":null,""imerss.org:iNat:8480049"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,austini,Jackson W.F. Chu,,,,imerss.org:iNat:59908562,2007-10-23T00:00:00.000Z,Jackson W.F. Chu,,,,imerss.org:iNat:8480049,2011-10-30T00:00:00.000Z
Halichondria sitiens,459775,Halichondria (Eumastia) sitiens,"(Schmidt, 1870)",3,"{""imerss.org:PMLS:5474"":null,""imerss.org:PMLS:6292"":null,""imerss.org:PMLS:12193"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,sitiens,Andy Lamb,,,,imerss.org:PMLS:5474,2007-12-15T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:12193,2009-11-14T00:00:00.000Z
Halichondria bowerbanki,120498,Halichondria (Halichondria) bowerbanki,"Burton, 1930",38,"{""imerss.org:PMLS:138"":null,""imerss.org:PMLS:1991"":null,""imerss.org:PMLS:2185"":null,""imerss.org:PMLS:2568"":null,""imerss.org:PMLS:3004"":null,""imerss.org:PMLS:3181"":null,""imerss.org:PMLS:3774"":null,""imerss.org:PMLS:5969"":null,""imerss.org:PMLS:6069"":null,""imerss.org:PMLS:6730"":null,""imerss.org:PMLS:8108"":null,""imerss.org:PMLS:8283"":null,""imerss.org:PMLS:8565"":null,""imerss.org:PMLS:8833"":null,""imerss.org:PMLS:9622"":null,""imerss.org:PMLS:10082"":null,""imerss.org:PMLS:10542"":null,""imerss.org:PMLS:10800"":null,""imerss.org:PMLS:10955"":null,""imerss.org:PMLS:11601"":null,""imerss.org:PMLS:11896"":null,""imerss.org:PMLS:12004"":null,""imerss.org:PMLS:12816"":null,""imerss.org:PMLS:13969"":null,""imerss.org:PMLS:14034"":null,""imerss.org:PMLS:14109"":null,""imerss.org:PMLS:14171"":null,""imerss.org:PMLS:14262"":null,""imerss.org:PMLS:14537"":null,""imerss.org:PMLS:14628"":null,""imerss.org:PMLS:14945"":null,""imerss.org:PMLS:15146"":null,""imerss.org:PMLS:16138"":null,""imerss.org:PMLS:16216"":null,""imerss.org:PMLS:16308"":null,""imerss.org:PMLS:16386"":null,""imerss.org:PMLS:16890"":null,""imerss.org:PMLS:17267"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,bowerbanki,Andy Lamb,,,,imerss.org:PMLS:138,1973-09-20T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17267,2016-03-27T00:00:00.000Z
Halichondria panicea,186854,Halichondria (Halichondria) panicea,"(Pallas, 1766)",2,"{""imerss.org:PMLS:0"":null,""imerss.org:PMLS:56"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,panicea,Andy Lamb,,,,imerss.org:PMLS:0,1968-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:56,1969-02-22T00:00:00.000Z
Hamigera,342247,Hamigera sp.,,21,"{""imerss.org:PMLS:368"":null,""imerss.org:PMLS:849"":null,""imerss.org:PMLS:2186"":null,""imerss.org:PMLS:3517"":null,""imerss.org:PMLS:5566"":null,""imerss.org:PMLS:5746"":null,""imerss.org:PMLS:5840"":null,""imerss.org:PMLS:5971"":null,""imerss.org:PMLS:7599"":null,""imerss.org:PMLS:9316"":null,""imerss.org:PMLS:9408"":null,""imerss.org:PMLS:9514"":null,""imerss.org:PMLS:9623"":null,""imerss.org:PMLS:11186"":null,""imerss.org:PMLS:11602"":null,""imerss.org:PMLS:12091"":null,""imerss.org:PMLS:12190"":null,""imerss.org:PMLS:13272"":null,""imerss.org:PMLS:14035"":null,""imerss.org:PMLS:14110"":null,""imerss.org:PMLS:14263"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Hymedesmiidae,,,Hamigera,,Andy Lamb,,,,imerss.org:PMLS:368,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:14263,2011-04-23T00:00:00.000Z
Homaxinella amphispicula,459847,Homaxinella amphispicula,"(Laubenfels, 1961)",13,"{""imerss.org:PMLS:2781"":null,""imerss.org:PMLS:4840"":null,""imerss.org:PMLS:6188"":null,""imerss.org:PMLS:8002"":null,""imerss.org:PMLS:8829"":null,""imerss.org:PMLS:8912"":null,""imerss.org:PMLS:8990"":null,""imerss.org:PMLS:9247"":null,""imerss.org:PMLS:9746"":null,""imerss.org:PMLS:10663"":null,""imerss.org:PMLS:11408"":null,""imerss.org:PMLS:13474"":null,""imerss.org:PMLS:13856"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Homaxinella,amphispicula,Andy Lamb,,,,imerss.org:PMLS:2781,1999-05-04T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:13856,2010-11-12T00:00:00.000Z
Iophon lamella,196333,Iophon lamella,"Wilson, 1904",1,"{""imerss.org:PMLS:136"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Iophon,lamella,Andy Lamb,,,,imerss.org:PMLS:136,1973-09-20T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:136,1973-09-20T00:00:00.000Z
Isodictya rigida,459878,Isodictya rigida,"(Lambe, 1893)",4,"{""21fbea67-8343-4f13-8ae4-270d7db4c592"":null,""imerss.org:PMLS:97"":null,""imerss.org:PMLS:135"":null,""imerss.org:PMLS:7713"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Isodictyidae,,,Isodictya,rigida,W. Clemens,Invertebrate Zoology,,981-00064-001,21fbea67-8343-4f13-8ae4-270d7db4c592,1960-12-22T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:7713,2008-08-23T00:00:00.000Z
Leucandra heathi,345357,Leucandra heathi,"Urban, 1906",2,"{""imerss.org:PMLS:96"":null,""imerss.org:PMLS:999"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Grantiidae,,,Leucandra,heathi,Andy Lamb,,,,imerss.org:PMLS:96,1971-08-21T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:999,1994-09-10T00:00:00.000Z
Leucilla nuttingi,117713,Leucilla nuttingi,"(Urban, 1902)",30,"{""imerss.org:PMLS:284"":null,""imerss.org:PMLS:361"":null,""imerss.org:PMLS:462"":null,""imerss.org:PMLS:691"":null,""imerss.org:PMLS:1099"":null,""imerss.org:PMLS:1189"":null,""imerss.org:PMLS:1206"":null,""imerss.org:PMLS:1372"":null,""imerss.org:PMLS:1463"":null,""imerss.org:PMLS:1661"":null,""imerss.org:PMLS:2076"":null,""imerss.org:PMLS:2183"":null,""imerss.org:PMLS:2276"":null,""imerss.org:PMLS:2386"":null,""imerss.org:PMLS:2564"":null,""imerss.org:PMLS:2849"":null,""imerss.org:PMLS:6965"":null,""imerss.org:PMLS:8000"":null,""imerss.org:PMLS:8651"":null,""imerss.org:PMLS:9245"":null,""imerss.org:PMLS:9511"":null,""imerss.org:PMLS:9618"":null,""imerss.org:PMLS:10949"":null,""imerss.org:PMLS:12360"":null,""imerss.org:PMLS:12942"":null,""imerss.org:PMLS:14354"":null,""imerss.org:PMLS:14825"":null,""imerss.org:PMLS:14943"":null,""imerss.org:iNat:2975914"":null,""imerss.org:PMLS:16214"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Amphoriscidae,,,Leucilla,nuttingi,Andy Lamb,,,,imerss.org:PMLS:284,1985-07-29T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:16214,2013-10-20T00:00:00.000Z
Leucosolenia eleanor,424817,Leucosolenia eleanor,"Urban, 1906",11,"{""imerss.org:PMLS:3383"":null,""imerss.org:PMLS:7110"":null,""imerss.org:PMLS:7381"":null,""imerss.org:PMLS:7710"":null,""imerss.org:PMLS:8652"":null,""imerss.org:PMLS:11270"":null,""imerss.org:PMLS:11504"":null,""imerss.org:PMLS:11597"":null,""imerss.org:PMLS:15564"":null,""imerss.org:PMLS:15789"":null,""imerss.org:PMLS:17959"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,eleanor,Andy Lamb,,,,imerss.org:PMLS:3383,2006-06-23T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17959,2017-06-30T00:00:00.000Z
Leucosolenia nautilia,347319,Leucosolenia nautilia,"Laubenfels, 1930",12,"{""imerss.org:PMLS:1000"":null,""imerss.org:PMLS:1205"":null,""imerss.org:PMLS:2850"":null,""imerss.org:PMLS:4097"":null,""imerss.org:PMLS:4606"":null,""imerss.org:PMLS:6966"":null,""imerss.org:PMLS:7109"":null,""imerss.org:PMLS:7505"":null,""imerss.org:PMLS:13140"":null,""imerss.org:PMLS:13269"":null,""imerss.org:PMLS:17468"":null,""imerss.org:PMLS:17699"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,nautilia,Andy Lamb,,,,imerss.org:PMLS:1000,1994-09-10T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17699,2016-07-31T00:00:00.000Z
Mycale adhaerens,256010,Mycale (Aegogropila) adhaerens,"(Lambe, 1893)",62,"{""imerss.org:PMLS:2861"":null,""imerss.org:PMLS:3387"":null,""imerss.org:PMLS:3990"":null,""imerss.org:PMLS:4102"":null,""imerss.org:PMLS:4328"":null,""imerss.org:PMLS:4609"":null,""imerss.org:PMLS:4843"":null,""imerss.org:PMLS:5043"":null,""imerss.org:PMLS:5277"":null,""imerss.org:PMLS:5285"":null,""imerss.org:PMLS:5367"":null,""imerss.org:PMLS:5568"":null,""imerss.org:PMLS:5645"":null,""imerss.org:PMLS:5843"":null,""imerss.org:PMLS:6074"":null,""imerss.org:PMLS:6192"":null,""imerss.org:PMLS:6291"":null,""imerss.org:PMLS:6383"":null,""imerss.org:PMLS:6734"":null,""imerss.org:PMLS:6846"":null,""imerss.org:PMLS:6970"":null,""imerss.org:PMLS:7271"":null,""imerss.org:PMLS:7386"":null,""imerss.org:PMLS:7508"":null,""imerss.org:PMLS:7601"":null,""imerss.org:PMLS:7715"":null,""imerss.org:PMLS:8005"":null,""imerss.org:PMLS:8206"":null,""imerss.org:PMLS:8287"":null,""imerss.org:PMLS:8994"":null,""imerss.org:PMLS:9074"":null,""imerss.org:PMLS:9169"":null,""imerss.org:PMLS:9319"":null,""imerss.org:PMLS:9411"":null,""imerss.org:PMLS:9517"":null,""imerss.org:PMLS:9627"":null,""imerss.org:PMLS:9750"":null,""imerss.org:PMLS:9869"":null,""imerss.org:PMLS:9975"":null,""imerss.org:PMLS:10086"":null,""imerss.org:PMLS:10252"":null,""imerss.org:PMLS:10410"":null,""imerss.org:PMLS:12093"":null,""imerss.org:PMLS:12192"":null,""imerss.org:PMLS:12819"":null,""imerss.org:PMLS:13145"":null,""imerss.org:PMLS:13275"":null,""imerss.org:PMLS:14631"":null,""imerss.org:PMLS:15044"":null,""imerss.org:PMLS:15151"":null,""imerss.org:PMLS:15248"":null,""imerss.org:PMLS:15345"":null,""imerss.org:PMLS:15569"":null,""imerss.org:PMLS:16481"":null,""imerss.org:PMLS:16667"":null,""imerss.org:PMLS:16894"":null,""imerss.org:PMLS:17099"":null,""imerss.org:PMLS:17273"":null,""imerss.org:PMLS:17375"":null,""imerss.org:PMLS:17575"":null,""imerss.org:PMLS:18125"":null,""imerss.org:PMLS:18320"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Mycalidae,,,Mycale,adhaerens,Charlie Gibbs,,,,imerss.org:PMLS:2861,1999-07-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18320,2019-03-17T00:00:00.000Z
Myxilla incrustans,256019,Myxilla (Myxilla) incrustans,"(Johnston, 1842)",71,"{""96ce4f3d-ef5d-48b2-883f-0b45b24defbf"":null,""imerss.org:PMLS:2860"":null,""imerss.org:PMLS:3184"":null,""imerss.org:PMLS:3989"":null,""imerss.org:PMLS:4101"":null,""imerss.org:PMLS:4327"":null,""imerss.org:PMLS:4715"":null,""imerss.org:PMLS:5042"":null,""imerss.org:PMLS:5169"":null,""imerss.org:PMLS:5366"":null,""imerss.org:PMLS:5644"":null,""imerss.org:PMLS:5842"":null,""imerss.org:PMLS:5974"":null,""imerss.org:PMLS:6073"":null,""imerss.org:PMLS:6191"":null,""imerss.org:PMLS:6290"":null,""imerss.org:PMLS:6382"":null,""imerss.org:PMLS:6556"":null,""imerss.org:PMLS:6733"":null,""imerss.org:PMLS:6845"":null,""imerss.org:PMLS:6969"":null,""imerss.org:PMLS:7113"":null,""imerss.org:PMLS:7385"":null,""imerss.org:PMLS:7814"":null,""imerss.org:PMLS:7904"":null,""imerss.org:PMLS:8004"":null,""imerss.org:PMLS:8205"":null,""imerss.org:PMLS:8286"":null,""imerss.org:PMLS:8473"":null,""imerss.org:PMLS:8568"":null,""imerss.org:PMLS:8655"":null,""imerss.org:PMLS:8756"":null,""imerss.org:PMLS:8836"":null,""imerss.org:PMLS:8993"":null,""imerss.org:PMLS:9073"":null,""imerss.org:PMLS:9168"":null,""imerss.org:PMLS:9249"":null,""imerss.org:PMLS:9318"":null,""imerss.org:PMLS:9410"":null,""imerss.org:PMLS:9516"":null,""imerss.org:PMLS:9626"":null,""imerss.org:PMLS:9749"":null,""imerss.org:PMLS:9868"":null,""imerss.org:PMLS:9974"":null,""imerss.org:PMLS:10665"":null,""imerss.org:PMLS:10803"":null,""imerss.org:PMLS:10958"":null,""imerss.org:PMLS:11100"":null,""imerss.org:PMLS:11273"":null,""imerss.org:PMLS:11604"":null,""imerss.org:PMLS:11706"":null,""imerss.org:PMLS:11899"":null,""imerss.org:PMLS:12284"":null,""imerss.org:PMLS:12438"":null,""imerss.org:PMLS:12701"":null,""imerss.org:PMLS:12818"":null,""imerss.org:PMLS:12945"":null,""imerss.org:PMLS:13144"":null,""imerss.org:PMLS:13274"":null,""imerss.org:PMLS:13650"":null,""imerss.org:PMLS:14460"":null,""imerss.org:PMLS:14630"":null,""imerss.org:PMLS:15150"":null,""imerss.org:PMLS:15247"":null,""imerss.org:PMLS:15568"":null,""imerss.org:PMLS:16037"":null,""imerss.org:PMLS:16480"":null,""imerss.org:PMLS:16893"":null,""imerss.org:PMLS:17272"":null,""imerss.org:PMLS:17374"":null,""imerss.org:PMLS:18124"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,incrustans,Philip Lambert,Invertebrate Zoology,,973-00137-003,96ce4f3d-ef5d-48b2-883f-0b45b24defbf,1973-06-14T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18124,2018-06-19T00:00:00.000Z
Myxilla lacunosa,459826,Myxilla (Myxilla) lacunosa,"Lambe, 1893",62,"{""imerss.org:PMLS:137"":null,""imerss.org:PMLS:285"":null,""imerss.org:PMLS:367"":null,""imerss.org:PMLS:467"":null,""imerss.org:PMLS:696"":null,""imerss.org:PMLS:1210"":null,""imerss.org:PMLS:1374"":null,""imerss.org:PMLS:2856"":null,""imerss.org:PMLS:3180"":null,""imerss.org:PMLS:3891"":null,""imerss.org:PMLS:4712"":null,""imerss.org:PMLS:4841"":null,""imerss.org:PMLS:4945"":null,""imerss.org:PMLS:5165"":null,""imerss.org:PMLS:5642"":null,""imerss.org:PMLS:5744"":null,""imerss.org:PMLS:5838"":null,""imerss.org:PMLS:5968"":null,""imerss.org:PMLS:6068"":null,""imerss.org:PMLS:6189"":null,""imerss.org:PMLS:6287"":null,""imerss.org:PMLS:6646"":null,""imerss.org:PMLS:6729"":null,""imerss.org:PMLS:7809"":null,""imerss.org:PMLS:7901"":null,""imerss.org:PMLS:8107"":null,""imerss.org:PMLS:8282"":null,""imerss.org:PMLS:8753"":null,""imerss.org:PMLS:8832"":null,""imerss.org:PMLS:8916"":null,""imerss.org:PMLS:8991"":null,""imerss.org:PMLS:9071"":null,""imerss.org:PMLS:9166"":null,""imerss.org:PMLS:9315"":null,""imerss.org:PMLS:9406"":null,""imerss.org:PMLS:9747"":null,""imerss.org:PMLS:9866"":null,""imerss.org:PMLS:9972"":null,""imerss.org:PMLS:10081"":null,""imerss.org:PMLS:10172"":null,""imerss.org:PMLS:10250"":null,""imerss.org:PMLS:10541"":null,""imerss.org:PMLS:10954"":null,""imerss.org:PMLS:11097"":null,""imerss.org:PMLS:11507"":null,""imerss.org:PMLS:11600"":null,""imerss.org:PMLS:11895"":null,""imerss.org:PMLS:12189"":null,""imerss.org:PMLS:12436"":null,""imerss.org:PMLS:12815"":null,""imerss.org:PMLS:13271"":null,""imerss.org:PMLS:13648"":null,""imerss.org:PMLS:13776"":null,""imerss.org:PMLS:14357"":null,""imerss.org:PMLS:14827"":null,""imerss.org:PMLS:15145"":null,""imerss.org:PMLS:15456"":null,""imerss.org:PMLS:16035"":null,""imerss.org:PMLS:16663"":null,""imerss.org:PMLS:16889"":null,""imerss.org:PMLS:17097"":null,""imerss.org:PMLS:17266"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,lacunosa,Andy Lamb,,,,imerss.org:PMLS:137,1973-09-20T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17266,2016-03-27T00:00:00.000Z
Pachychalina,873877,Pachychalina sp.,,7,"{""imerss.org:PMLS:366"":null,""imerss.org:PMLS:699"":null,""imerss.org:PMLS:1003"":null,""imerss.org:PMLS:1212"":null,""imerss.org:PMLS:2741"":null,""imerss.org:PMLS:2855"":null,""imerss.org:PMLS:8913"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Niphatidae,,,Pachychalina,,Andy Lamb,,,,imerss.org:PMLS:366,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:8913,2008-11-13T00:00:00.000Z
Pleraplysilla,623055,Pleraplysilla sp.,,2,"{""imerss.org:PMLS:3893"":null,""imerss.org:PMLS:17270"":null}",Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,,Dysideidae,,,Pleraplysilla,,Andy Lamb,,,,imerss.org:PMLS:3893,2006-09-29T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17270,2016-03-27T00:00:00.000Z
Polymastia pachymastia,117717,Polymastia pachymastia,"Laubenfels, 1932",16,"{""imerss.org:PMLS:1100"":null,""imerss.org:PMLS:3384"":null,""imerss.org:PMLS:4838"":null,""imerss.org:PMLS:5563"":null,""imerss.org:PMLS:8563"":null,""imerss.org:PMLS:9512"":null,""imerss.org:PMLS:9620"":null,""imerss.org:PMLS:9744"":null,""imerss.org:PMLS:10661"":null,""imerss.org:PMLS:10796"":null,""imerss.org:PMLS:10951"":null,""imerss.org:PMLS:11505"":null,""imerss.org:PMLS:13472"":null,""imerss.org:PMLS:16887"":null,""imerss.org:iNat:2763468"":null,""imerss.org:PMLS:18121"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Polymastia,pachymastia,Andy Lamb,,,,imerss.org:PMLS:1100,1994-10-07T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18121,2018-06-19T00:00:00.000Z
Rhabdocalyptus dawsoni,751673,Rhabdocalyptus dawsoni,"(Lambe, 1893)",32,"{""imerss.org:iNat:59908535"":null,""imerss.org:iNat:59908567"":null,""imerss.org:iNat:116334848"":null,""imerss.org:CHU2010:64"":null,""imerss.org:CHU2010:65"":null,""imerss.org:CHU2010:66"":null,""imerss.org:CHU2010:67"":null,""imerss.org:CHU2010:68"":null,""imerss.org:CHU2010:69"":null,""imerss.org:CHU2010:70"":null,""imerss.org:CHU2010:71"":null,""imerss.org:CHU2010:79"":null,""imerss.org:CHU2010:80"":null,""imerss.org:CHU2010:81"":null,""imerss.org:CHU2010:82"":null,""imerss.org:CHU2010:83"":null,""imerss.org:iNat:116497160"":null,""imerss.org:CHU2010:59"":null,""imerss.org:CHU2010:60"":null,""imerss.org:CHU2010:61"":null,""imerss.org:CHU2010:62"":null,""imerss.org:CHU2010:63"":null,""imerss.org:CHU2010:72"":null,""imerss.org:CHU2010:73"":null,""imerss.org:CHU2010:74"":null,""imerss.org:CHU2010:75"":null,""imerss.org:CHU2010:76"":null,""imerss.org:CHU2010:77"":null,""imerss.org:CHU2010:78"":null,""imerss.org:iNat:61341030"":null,""imerss.org:CHU2010:84"":null,""imerss.org:iNat:60619094"":null}",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,Rhabdocalyptus,dawsoni,Jackson W.F. Chu,,,,imerss.org:iNat:59908535,2007-10-23T00:00:00.000Z,Jackson W.F. Chu,,,,imerss.org:iNat:60619094,2011-11-03T00:00:00.000Z
Semisuberites cribrosa,194571,Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",58,"{""imerss.org:PMLS:365"":null,""imerss.org:PMLS:466"":null,""imerss.org:PMLS:694"":null,""imerss.org:PMLS:779"":null,""imerss.org:PMLS:1192"":null,""imerss.org:PMLS:1209"":null,""imerss.org:PMLS:1561"":null,""imerss.org:PMLS:2567"":null,""imerss.org:PMLS:5837"":null,""imerss.org:CHU2010:36"":null,""imerss.org:CHU2010:37"":null,""imerss.org:CHU2010:38"":null,""imerss.org:CHU2010:39"":null,""imerss.org:CHU2010:40"":null,""imerss.org:CHU2010:41"":null,""imerss.org:CHU2010:42"":null,""imerss.org:CHU2010:0"":null,""imerss.org:CHU2010:1"":null,""imerss.org:CHU2010:2"":null,""imerss.org:CHU2010:3"":null,""imerss.org:CHU2010:4"":null,""imerss.org:CHU2010:5"":null,""imerss.org:CHU2010:6"":null,""imerss.org:CHU2010:7"":null,""imerss.org:CHU2010:8"":null,""imerss.org:CHU2010:9"":null,""imerss.org:CHU2010:10"":null,""imerss.org:CHU2010:11"":null,""imerss.org:CHU2010:12"":null,""imerss.org:CHU2010:13"":null,""imerss.org:CHU2010:14"":null,""imerss.org:CHU2010:15"":null,""imerss.org:CHU2010:16"":null,""imerss.org:CHU2010:17"":null,""imerss.org:CHU2010:18"":null,""imerss.org:CHU2010:19"":null,""imerss.org:CHU2010:20"":null,""imerss.org:CHU2010:21"":null,""imerss.org:CHU2010:22"":null,""imerss.org:CHU2010:23"":null,""imerss.org:CHU2010:24"":null,""imerss.org:CHU2010:25"":null,""imerss.org:CHU2010:26"":null,""imerss.org:CHU2010:27"":null,""imerss.org:CHU2010:28"":null,""imerss.org:CHU2010:29"":null,""imerss.org:CHU2010:30"":null,""imerss.org:CHU2010:31"":null,""imerss.org:CHU2010:32"":null,""imerss.org:CHU2010:33"":null,""imerss.org:CHU2010:34"":null,""imerss.org:CHU2010:35"":null,""imerss.org:PMLS:7900"":null,""imerss.org:PMLS:9405"":null,""imerss.org:PMLS:10798"":null,""imerss.org:PMLS:11407"":null,""imerss.org:PMLS:13855"":null,""imerss.org:PMLS:16307"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,cribrosa,Andy Lamb,,,,imerss.org:PMLS:365,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:16307,2013-10-20T00:00:00.000Z
Suberites concinnus,873889,Suberites concinnus,"Lambe, 1895",9,"{""imerss.org:PMLS:364"":null,""imerss.org:PMLS:465"":null,""imerss.org:PMLS:693"":null,""imerss.org:PMLS:2740"":null,""imerss.org:PMLS:2853"":null,""imerss.org:PMLS:6726"":null,""imerss.org:PMLS:8828"":null,""imerss.org:PMLS:8911"":null,""imerss.org:PMLS:15143"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,concinnus,Andy Lamb,,,,imerss.org:PMLS:364,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:15143,2012-08-09T00:00:00.000Z
Suberites latus,473057,Suberites latus,"Lambe, 1893",2,"{""imerss.org:PMLS:5565"":null,""imerss.org:PMLS:7899"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,latus,Andy Lamb,,,,imerss.org:PMLS:5565,2007-12-29T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:7899,2008-09-19T00:00:00.000Z
Sycon,347738,Sycon spp.,,20,"{""imerss.org:PMLS:1098"":null,""imerss.org:PMLS:2779"":null,""imerss.org:PMLS:2848"":null,""imerss.org:PMLS:3002"":null,""imerss.org:PMLS:6964"":null,""imerss.org:PMLS:7108"":null,""imerss.org:PMLS:10319"":null,""imerss.org:PMLS:10660"":null,""imerss.org:PMLS:10794"":null,""imerss.org:PMLS:11184"":null,""imerss.org:PMLS:11405"":null,""imerss.org:PMLS:11596"":null,""imerss.org:PMLS:11703"":null,""imerss.org:PMLS:13139"":null,""imerss.org:PMLS:13389"":null,""imerss.org:PMLS:14625"":null,""imerss.org:PMLS:15563"":null,""imerss.org:PMLS:15788"":null,""imerss.org:PMLS:15905"":null,""imerss.org:PMLS:16885"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Syconidae,,,Sycon,,Andy Lamb,,,,imerss.org:PMLS:1098,1994-10-07T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:16885,2016-02-07T00:00:00.000Z
Tethya californiana,127233,Tethya californiana,"Laubenfels, 1932",1,"{""imerss.org:PMLS:229"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,,Tethyidae,,,Tethya,californiana,Andy Lamb,,,,imerss.org:PMLS:229,1981-05-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:229,1981-05-31T00:00:00.000Z
Tetilla,772137,Tetilla sp.,,10,"{""imerss.org:CHU2010:57"":null,""imerss.org:CHU2010:54"":null,""imerss.org:CHU2010:55"":null,""imerss.org:CHU2010:56"":null,""imerss.org:CHU2010:49"":null,""imerss.org:CHU2010:50"":null,""imerss.org:CHU2010:51"":null,""imerss.org:CHU2010:52"":null,""imerss.org:CHU2010:53"":null,""imerss.org:CHU2010:58"":null}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Francoaceae,,,Tetilla,,Jackson W.F. Chu,,,,imerss.org:CHU2010:57,2008-05-21T00:00:00.000Z,Jackson W.F. Chu,,,,imerss.org:CHU2010:58,2009-10-03T00:00:00.000Z
Weberella perlucida,424640,Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",2,"{""imerss.org:PMLS:5162"":null,""imerss.org:PMLS:7711"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Weberella,perlucida,Andy Lamb,,,,imerss.org:PMLS:5162,2007-10-21T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:7711,2008-08-23T00:00:00.000Z
