iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,0,accepted,"(Kiaer, 1893)",208,"{""imerss.org:PMLS:49"":null,""imerss.org:PMLS:271"":null,""imerss.org:PMLS:337"":null,""imerss.org:PMLS:538"":null,""imerss.org:PMLS:596"":null,""imerss.org:PMLS:752"":null,""imerss.org:PMLS:824"":null,""imerss.org:PMLS:902"":null,""imerss.org:PMLS:973"":null,""imerss.org:PMLS:1069"":null,""imerss.org:PMLS:1439"":null,""imerss.org:PMLS:1534"":null,""imerss.org:PMLS:1634"":null,""imerss.org:PMLS:1812"":null,""imerss.org:PMLS:1894"":null,""imerss.org:PMLS:1966"":null,""imerss.org:PMLS:2055"":null,""imerss.org:PMLS:2150"":null,""imerss.org:PMLS:2252"":null,""imerss.org:PMLS:2352"":null,""imerss.org:PMLS:2458"":null,""imerss.org:PMLS:2538"":null,""imerss.org:PMLS:2628"":null,""imerss.org:PMLS:2717"":null,""imerss.org:PMLS:2752"":null,""imerss.org:PMLS:2830"":null,""imerss.org:PMLS:2961"":null,""imerss.org:PMLS:3082"":null,""imerss.org:PMLS:3148"":null,""imerss.org:PMLS:3276"":null,""imerss.org:PMLS:3355"":null,""imerss.org:PMLS:3471"":null,""imerss.org:PMLS:3719"":null,""imerss.org:PMLS:3833"":null,""imerss.org:PMLS:3956"":null,""imerss.org:PMLS:4054"":null,""imerss.org:PMLS:4166"":null,""imerss.org:PMLS:4284"":null,""imerss.org:PMLS:4393"":null,""imerss.org:PMLS:4478"":null,""imerss.org:PMLS:4542"":null,""imerss.org:PMLS:4672"":null,""imerss.org:PMLS:4799"":null,""imerss.org:PMLS:4914"":null,""imerss.org:PMLS:5009"":null,""imerss.org:PMLS:5110"":null,""imerss.org:PMLS:5257"":null,""imerss.org:PMLS:5436"":null,""imerss.org:PMLS:5535"":null,""imerss.org:PMLS:5614"":null,""imerss.org:PMLS:5708"":null,""imerss.org:PMLS:5805"":null,""imerss.org:PMLS:5931"":null,""imerss.org:PMLS:6031"":null,""imerss.org:PMLS:6147"":null,""imerss.org:PMLS:6264"":null,""imerss.org:PMLS:6347"":null,""imerss.org:PMLS:6443"":null,""imerss.org:PMLS:6622"":null,""imerss.org:PMLS:6697"":null,""imerss.org:PMLS:6806"":null,""imerss.org:PMLS:6929"":null,""imerss.org:PMLS:7072"":null,""imerss.org:PMLS:7188"":null,""imerss.org:PMLS:7249"":null,""imerss.org:PMLS:7471"":null,""imerss.org:PMLS:7563"":null,""imerss.org:PMLS:7678"":null,""imerss.org:PMLS:7760"":null,""imerss.org:PMLS:7871"":null,""imerss.org:PMLS:7974"":null,""imerss.org:PMLS:8073"":null,""imerss.org:PMLS:8160"":null,""imerss.org:PMLS:8258"":null,""imerss.org:PMLS:8347"":null,""imerss.org:PMLS:8438"":null,""imerss.org:PMLS:8526"":null,""imerss.org:PMLS:8620"":null,""imerss.org:PMLS:8723"":null,""imerss.org:PMLS:8805"":null,""imerss.org:PMLS:8890"":null,""imerss.org:PMLS:8966"":null,""imerss.org:PMLS:9047"":null,""imerss.org:PMLS:9138"":null,""imerss.org:PMLS:9219"":null,""imerss.org:PMLS:9295"":null,""imerss.org:PMLS:9376"":null,""imerss.org:PMLS:9477"":null,""imerss.org:PMLS:9585"":null,""imerss.org:PMLS:9706"":null,""imerss.org:PMLS:9827"":null,""imerss.org:PMLS:9942"":null,""imerss.org:PMLS:10045"":null,""imerss.org:PMLS:10147"":null,""imerss.org:PMLS:10227"":null,""imerss.org:PMLS:10371"":null,""imerss.org:PMLS:10457"":null,""imerss.org:PMLS:10628"":null,""imerss.org:PMLS:10745"":null,""imerss.org:PMLS:10917"":null,""imerss.org:PMLS:11065"":null,""imerss.org:PMLS:11371"":null,""imerss.org:PMLS:11474"":null,""imerss.org:PMLS:11562"":null,""imerss.org:PMLS:11670"":null,""imerss.org:PMLS:11772"":null,""imerss.org:PMLS:11849"":null,""imerss.org:PMLS:11968"":null,""imerss.org:PMLS:12067"":null,""imerss.org:PMLS:12158"":null,""imerss.org:PMLS:12252"":null,""imerss.org:PMLS:12337"":null,""imerss.org:PMLS:12410"":null,""imerss.org:PMLS:12493"":null,""imerss.org:PMLS:12596"":null,""imerss.org:PMLS:12672"":null,""imerss.org:PMLS:12779"":null,""imerss.org:PMLS:12906"":null,""imerss.org:PMLS:13015"":null,""imerss.org:PMLS:13103"":null,""imerss.org:PMLS:13233"":null,""imerss.org:PMLS:13346"":null,""imerss.org:PMLS:13443"":null,""imerss.org:PMLS:13526"":null,""imerss.org:PMLS:13609"":null,""imerss.org:PMLS:13739"":null,""imerss.org:PMLS:13826"":null,""imerss.org:PMLS:13933"":null,""imerss.org:PMLS:14015"":null,""imerss.org:PMLS:14085"":null,""imerss.org:PMLS:14147"":null,""imerss.org:PMLS:14326"":null,""imerss.org:PMLS:14430"":null,""imerss.org:PMLS:14505"":null,""imerss.org:PMLS:14601"":null,""imerss.org:PMLS:14693"":null,""imerss.org:PMLS:14910"":null,""imerss.org:PMLS:15011"":null,""imerss.org:PMLS:15105"":null,""imerss.org:PMLS:15207"":null,""imerss.org:PMLS:15313"":null,""imerss.org:PMLS:15410"":null,""imerss.org:PMLS:15654"":null,""imerss.org:PMLS:15754"":null,""imerss.org:PMLS:15868"":null,""imerss.org:PMLS:15995"":null,""imerss.org:PMLS:16100"":null,""imerss.org:PMLS:16187"":null,""imerss.org:PMLS:16276"":null,""imerss.org:PMLS:16355"":null,""imerss.org:PMLS:16448"":null,""imerss.org:PMLS:16550"":null,""imerss.org:PMLS:16717"":null,""imerss.org:PMLS:16856"":null,""imerss.org:PMLS:16965"":null,""imerss.org:PMLS:17035"":null,""imerss.org:PMLS:17076"":null,""imerss.org:PMLS:17159"":null,""imerss.org:PMLS:17238"":null,""imerss.org:PMLS:17350"":null,""imerss.org:PMLS:17434"":null,""imerss.org:PMLS:17537"":null,""imerss.org:PMLS:17661"":null,""imerss.org:PMLS:17744"":null,""imerss.org:PMLS:17884"":null,""imerss.org:PMLS:17938"":null,""imerss.org:PMLS:18022"":null,""imerss.org:PMLS:18092"":null,""imerss.org:PMLS:18214"":null,""imerss.org:PMLS:18389"":null,""imerss.org:PMLS:18524"":null,""imerss.org:PMLS:18609"":null,""imerss.org:PMLS:18641"":null,""iNat:128527393"":null,""iNat:129151034"":null,""iNat:129284382"":null,""iNat:164282517"":null,""iNat:2976148"":null,""iNat:4015210"":null,""iNat:7659298"":null,""iNat:24531235"":null,""iNat:67834438"":null,""iNat:68198309"":null,""iNat:69845924"":null,""iNat:70487044"":null,""iNat:71173019"":null,""iNat:71173023"":null,""iNat:74604948"":null,""iNat:75616478"":null,""iNat:75616698"":null,""iNat:96543066"":null,""iNat:96543068"":null,""iNat:107422978"":null,""iNat:107422992"":null,""iNat:120454703"":null,""iNat:135278435"":null,""iNat:143124052"":null,""iNat:156181072"":null,""iNat:161010357"":null,""iNat:163264990"":null,""iNat:164555177"":null,""iNat:165764677"":null,""iNat:165846080"":null,""iNat:167489194"":null,""iNat:167489205"":null,""iNat:167489223"":null,""iNat:168028331"":null,""iNat:169325732"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Cnemidocarpa,finmarkiensis,Andy Lamb,PMLS,,,,imerss.org:PMLS:49,1969-02-21T00:00:00.000Z,,,,,,iNat:169325732,2023-06-24T00:00:00.000Z,,,,,,,,
Corella inflata,347987,Corella inflata,0,accepted,"Huntsman, 1912",6,"{""imerss.org:PMLS:446"":null,""imerss.org:PMLS:2960"":null,""imerss.org:PMLS:13345"":null,""imerss.org:PMLS:17237"":null,""iNat:103178054"":null,""iNat:103178055"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,inflata,Andy Lamb,PMLS,,,,imerss.org:PMLS:446,1985-08-02T00:00:00.000Z,,,,,,iNat:103178054,2021-12-16T00:00:00.000Z,,,,,,,,
Corella willmeriana,447661,Corella willmeriana,0,accepted,"Herdman, 1898",124,"{""imerss.org:PMLS:47"":null,""imerss.org:PMLS:89"":null,""imerss.org:CMN:CMNI 1989-0211"":null,""imerss.org:PMLS:336"":null,""imerss.org:PMLS:535"":null,""imerss.org:PMLS:670"":null,""imerss.org:PMLS:1068"":null,""imerss.org:PMLS:1161"":null,""imerss.org:PMLS:1303"":null,""imerss.org:PMLS:1438"":null,""imerss.org:PMLS:1533"":null,""imerss.org:PMLS:1633"":null,""imerss.org:PMLS:1893"":null,""imerss.org:PMLS:1965"":null,""imerss.org:PMLS:2149"":null,""imerss.org:PMLS:2351"":null,""imerss.org:PMLS:2457"":null,""imerss.org:PMLS:2537"":null,""imerss.org:PMLS:2626"":null,""imerss.org:PMLS:2716"":null,""imerss.org:PMLS:3081"":null,""imerss.org:PMLS:3275"":null,""imerss.org:PMLS:3718"":null,""imerss.org:PMLS:3832"":null,""imerss.org:PMLS:3955"":null,""imerss.org:PMLS:4053"":null,""imerss.org:PMLS:4165"":null,""imerss.org:PMLS:4283"":null,""imerss.org:PMLS:4392"":null,""imerss.org:PMLS:4477"":null,""imerss.org:PMLS:4541"":null,""imerss.org:PMLS:4670"":null,""imerss.org:PMLS:4798"":null,""imerss.org:PMLS:4913"":null,""imerss.org:PMLS:5008"":null,""imerss.org:PMLS:5109"":null,""imerss.org:PMLS:5256"":null,""imerss.org:PMLS:5336"":null,""imerss.org:PMLS:5435"":null,""imerss.org:PMLS:5533"":null,""imerss.org:PMLS:5804"":null,""imerss.org:PMLS:5930"":null,""imerss.org:PMLS:6146"":null,""imerss.org:PMLS:6441"":null,""imerss.org:PMLS:6621"":null,""imerss.org:PMLS:6696"":null,""imerss.org:PMLS:6805"":null,""imerss.org:PMLS:6925"":null,""imerss.org:PMLS:7069"":null,""imerss.org:PMLS:7186"":null,""imerss.org:PMLS:7345"":null,""imerss.org:PMLS:7468"":null,""imerss.org:PMLS:7562"":null,""imerss.org:PMLS:7758"":null,""imerss.org:PMLS:7971"":null,""imerss.org:PMLS:8072"":null,""imerss.org:PMLS:8159"":null,""imerss.org:PMLS:8256"":null,""imerss.org:PMLS:8346"":null,""imerss.org:PMLS:8437"":null,""imerss.org:PMLS:8525"":null,""imerss.org:PMLS:8619"":null,""imerss.org:PMLS:8721"":null,""imerss.org:PMLS:8889"":null,""imerss.org:PMLS:8965"":null,""imerss.org:PMLS:9046"":null,""imerss.org:PMLS:9136"":null,""imerss.org:PMLS:9218"":null,""imerss.org:PMLS:9294"":null,""imerss.org:PMLS:9375"":null,""imerss.org:PMLS:9475"":null,""imerss.org:PMLS:9704"":null,""imerss.org:PMLS:9825"":null,""imerss.org:PMLS:10044"":null,""imerss.org:PMLS:10370"":null,""imerss.org:PMLS:10742"":null,""imerss.org:PMLS:10915"":null,""imerss.org:PMLS:11063"":null,""imerss.org:PMLS:11161"":null,""imerss.org:PMLS:11244"":null,""imerss.org:PMLS:11369"":null,""imerss.org:PMLS:11472"":null,""imerss.org:PMLS:11668"":null,""imerss.org:PMLS:11770"":null,""imerss.org:PMLS:11967"":null,""imerss.org:PMLS:12157"":null,""imerss.org:PMLS:12251"":null,""imerss.org:PMLS:12408"":null,""imerss.org:PMLS:12492"":null,""imerss.org:PMLS:12778"":null,""imerss.org:PMLS:13014"":null,""imerss.org:PMLS:13102"":null,""imerss.org:PMLS:13231"":null,""imerss.org:PMLS:13525"":null,""imerss.org:PMLS:13608"":null,""imerss.org:PMLS:13738"":null,""imerss.org:PMLS:13931"":null,""imerss.org:PMLS:14504"":null,""imerss.org:PMLS:14691"":null,""imerss.org:PMLS:14785"":null,""imerss.org:PMLS:14908"":null,""imerss.org:PMLS:15010"":null,""imerss.org:PMLS:15103"":null,""imerss.org:PMLS:15206"":null,""imerss.org:PMLS:15311"":null,""imerss.org:PMLS:15409"":null,""imerss.org:PMLS:15653"":null,""imerss.org:PMLS:15753"":null,""imerss.org:PMLS:15867"":null,""imerss.org:PMLS:15994"":null,""imerss.org:PMLS:16099"":null,""imerss.org:PMLS:16354"":null,""imerss.org:PMLS:16447"":null,""imerss.org:PMLS:16549"":null,""imerss.org:PMLS:17536"":null,""imerss.org:PMLS:17743"":null,""imerss.org:PMLS:18213"":null,""imerss.org:PMLS:18388"":null,""iNat:152313148"":null,""iNat:163264998"":null,""iNat:172254523"":null,""iNat:174578531"":null,""iNat:175870954"":null,""iNat:182593085"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,willmeriana,Andy Lamb,PMLS,,,,imerss.org:PMLS:47,1969-02-21T00:00:00.000Z,,,,,,iNat:182593085,2023-09-09T00:00:00.000Z,,,,,,,,
Cystodytes lobatus,339197,Cystodytes lobatus,0,accepted,"(Ritter, 1900)",21,"{""imerss.org:PMLS:672"":null,""imerss.org:PMLS:754"":null,""imerss.org:PMLS:2058"":null,""imerss.org:PMLS:2967"":null,""imerss.org:PMLS:3957"":null,""imerss.org:PMLS:5259"":null,""imerss.org:PMLS:6034"":null,""imerss.org:PMLS:6348"":null,""imerss.org:PMLS:6809"":null,""imerss.org:PMLS:7873"":null,""imerss.org:PMLS:8892"":null,""imerss.org:PMLS:8969"":null,""imerss.org:PMLS:10526"":null,""imerss.org:PMLS:11973"":null,""imerss.org:PMLS:12070"":null,""imerss.org:PMLS:13353"":null,""imerss.org:PMLS:14230"":null,""imerss.org:PMLS:15107"":null,""imerss.org:PMLS:15210"":null,""imerss.org:PMLS:15417"":null,""imerss.org:PMLS:18217"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Cystodytes,lobatus,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:672,1993-05-09T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18217,2018-06-19T00:00:00.000Z,,,,,,,,
Didemnum carnulentum,344918,Didemnum carnulentum,0,accepted,"Ritter & Forsyth, 1917",18,"{""imerss.org:PMLS:344"":null,""imerss.org:PMLS:543"":null,""imerss.org:PMLS:599"":null,""imerss.org:PMLS:1074"":null,""imerss.org:PMLS:1305"":null,""imerss.org:PMLS:1440"":null,""imerss.org:PMLS:1539"":null,""imerss.org:PMLS:1638"":null,""imerss.org:PMLS:1728"":null,""imerss.org:PMLS:2155"":null,""imerss.org:PMLS:2256"":null,""imerss.org:PMLS:2356"":null,""imerss.org:PMLS:2462"":null,""imerss.org:PMLS:2543"":null,""imerss.org:PMLS:2632"":null,""imerss.org:PMLS:2723"":null,""imerss.org:PMLS:2970"":null,""imerss.org:PMLS:4479"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,carnulentum,Andy Lamb,PMLS,,,,imerss.org:PMLS:344,1985-07-29T00:00:00.000Z,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:4479,2006-12-02T00:00:00.000Z,,,,,,,,
Didemnum vexillum,126506,Didemnum vexillum,0,accepted,"Kott, 2002",1,"{""imerss.org:PMLS:16558"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,vexillum,Andy Lamb,PMLS,,,,imerss.org:PMLS:16558,2013-10-23T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16558,2013-10-23T00:00:00.000Z,,,,,,,,
Diplosoma listerianum,81778,Diplosoma listerianum,0,accepted,"(Milne-Edwards, 1841)",4,"{""imerss.org:PMLS:2969"":null,""iNat:153527836"":null,""iNat:153527838"":null,""iNat:169325691"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Diplosoma,listerianum,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:2969,1999-07-31T00:00:00.000Z,,,,,,iNat:169325691,2023-06-24T00:00:00.000Z,,,,,,,,
Distaplia occidentalis,347339,Distaplia occidentalis,0,accepted,"Bancroft, 1899",78,"{""imerss.org:PMLS:272"":null,""imerss.org:PMLS:449"":null,""imerss.org:PMLS:673"":null,""imerss.org:PMLS:755"":null,""imerss.org:PMLS:1538"":null,""imerss.org:PMLS:1637"":null,""imerss.org:PMLS:1727"":null,""imerss.org:PMLS:1899"":null,""imerss.org:PMLS:1973"":null,""imerss.org:PMLS:2355"":null,""imerss.org:PMLS:2753"":null,""imerss.org:PMLS:2968"":null,""imerss.org:PMLS:3478"":null,""imerss.org:PMLS:3616"":null,""imerss.org:PMLS:5260"":null,""imerss.org:PMLS:5712"":null,""imerss.org:PMLS:5932"":null,""imerss.org:PMLS:6035"":null,""imerss.org:PMLS:6150"":null,""imerss.org:PMLS:6266"":null,""imerss.org:PMLS:6349"":null,""imerss.org:PMLS:6444"":null,""imerss.org:PMLS:6625"":null,""imerss.org:PMLS:6810"":null,""imerss.org:PMLS:6935"":null,""imerss.org:PMLS:7078"":null,""imerss.org:PMLS:7193"":null,""imerss.org:PMLS:7477"":null,""imerss.org:PMLS:7568"":null,""imerss.org:PMLS:7762"":null,""imerss.org:PMLS:7874"":null,""imerss.org:PMLS:7977"":null,""imerss.org:PMLS:8077"":null,""imerss.org:PMLS:9829"":null,""imerss.org:PMLS:10047"":null,""imerss.org:PMLS:10373"":null,""imerss.org:PMLS:10747"":null,""imerss.org:PMLS:10921"":null,""imerss.org:PMLS:11374"":null,""imerss.org:PMLS:11477"":null,""imerss.org:PMLS:11563"":null,""imerss.org:PMLS:11673"":null,""imerss.org:PMLS:12673"":null,""imerss.org:PMLS:12783"":null,""imerss.org:PMLS:12911"":null,""imerss.org:PMLS:13018"":null,""imerss.org:PMLS:13240"":null,""imerss.org:PMLS:13354"":null,""imerss.org:PMLS:13528"":null,""imerss.org:PMLS:14435"":null,""imerss.org:PMLS:14508"":null,""imerss.org:PMLS:14696"":null,""imerss.org:PMLS:15108"":null,""imerss.org:PMLS:15211"":null,""imerss.org:PMLS:15999"":null,""imerss.org:PMLS:16772"":null,""imerss.org:PMLS:17438"":null,""imerss.org:PMLS:17543"":null,""imerss.org:PMLS:17887"":null,""imerss.org:PMLS:17939"":null,""imerss.org:PMLS:18025"":null,""imerss.org:PMLS:18301"":null,""imerss.org:PMLS:18392"":null,""iNat:30012080"":null,""iNat:156845333"":null,""iNat:156845334"":null,""iNat:156845335"":null,""iNat:156845336"":null,""iNat:163264941"":null,""iNat:164549614"":null,""iNat:164552721"":null,""iNat:164552722"":null,""iNat:164552723"":null,""iNat:164552725"":null,""iNat:164585628"":null,""iNat:169325439"":null,""iNat:169897139"":null,""iNat:175875938"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Holozoidae,,,Distaplia,occidentalis,Andy Lamb,PMLS,,,,imerss.org:PMLS:272,1981-05-31T00:00:00.000Z,,,,,,iNat:175875938,2023-07-30T00:00:00.000Z,,,,,,,,
Eudistoma molle,448127,Eudistoma molle,0,accepted,"(Ritter, 1900)",2,"{""imerss.org:PMLS:1073"":null,""imerss.org:PMLS:16556"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,molle,Andy Lamb,PMLS,,,,imerss.org:PMLS:1073,1994-09-10T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16556,2013-10-23T00:00:00.000Z,,,,,,,,
Eudistoma purpuropunctatum,492675,Eudistoma purpuropunctatum,0,accepted,"Lambert, 1989",1,"{""imerss.org:PMLS:8893"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,purpuropunctatum,Andy Lamb,PMLS,,,,imerss.org:PMLS:8893,2008-11-12T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:8893,2008-11-12T00:00:00.000Z,,,,,,,,
Halocynthia aurantium,473652,Halocynthia aurantium,0,accepted,"(Pallas, 1787)",50,"{""610cadd2-4cc0-4485-bc48-bac8cc9c0ad0"":null,""imerss.org:PMLS:903"":null,""imerss.org:PMLS:1163"":null,""imerss.org:PMLS:3472"":null,""imerss.org:PMLS:3834"":null,""imerss.org:PMLS:4055"":null,""imerss.org:PMLS:4167"":null,""imerss.org:PMLS:4394"":null,""imerss.org:PMLS:4543"":null,""imerss.org:PMLS:4915"":null,""imerss.org:PMLS:5010"":null,""imerss.org:PMLS:5111"":null,""imerss.org:PMLS:5437"":null,""imerss.org:PMLS:5536"":null,""imerss.org:PMLS:6265"":null,""imerss.org:PMLS:6623"":null,""imerss.org:PMLS:7347"":null,""imerss.org:PMLS:7564"":null,""imerss.org:PMLS:7679"":null,""imerss.org:PMLS:7975"":null,""imerss.org:PMLS:8074"":null,""imerss.org:PMLS:8161"":null,""imerss.org:PMLS:8259"":null,""imerss.org:PMLS:9139"":null,""imerss.org:PMLS:9296"":null,""imerss.org:PMLS:9478"":null,""imerss.org:PMLS:9586"":null,""imerss.org:PMLS:9828"":null,""imerss.org:PMLS:9943"":null,""imerss.org:PMLS:10298"":null,""imerss.org:PMLS:11162"":null,""imerss.org:PMLS:11246"":null,""imerss.org:PMLS:11372"":null,""imerss.org:PMLS:11475"":null,""imerss.org:PMLS:11671"":null,""imerss.org:PMLS:11850"":null,""imerss.org:PMLS:12411"":null,""imerss.org:PMLS:12597"":null,""imerss.org:PMLS:12780"":null,""imerss.org:PMLS:13104"":null,""imerss.org:PMLS:13234"":null,""imerss.org:PMLS:13527"":null,""imerss.org:PMLS:13934"":null,""imerss.org:PMLS:14086"":null,""imerss.org:PMLS:14148"":null,""imerss.org:PMLS:14506"":null,""imerss.org:PMLS:15411"":null,""imerss.org:PMLS:16551"":null,""imerss.org:PMLS:16637"":null,""imerss.org:PMLS:17538"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Halocynthia,aurantium,Philip Lambert,RBCM,,,973-00137-008,610cadd2-4cc0-4485-bc48-bac8cc9c0ad0,1973-06-14T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17538,2016-07-24T00:00:00.000Z,,,,,,,,
Halocynthia igaboja,428524,Halocynthia igaboja,0,accepted,"Oka, 1906",47,"{""imerss.org:PMLS:826"":null,""imerss.org:PMLS:1164"":null,""imerss.org:PMLS:1535"":null,""imerss.org:PMLS:1724"":null,""imerss.org:PMLS:1815"":null,""imerss.org:PMLS:1895"":null,""imerss.org:PMLS:1967"":null,""imerss.org:PMLS:2254"":null,""imerss.org:PMLS:2353"":null,""imerss.org:PMLS:2630"":null,""imerss.org:PMLS:2721"":null,""imerss.org:PMLS:2962"":null,""imerss.org:PMLS:3473"":null,""imerss.org:PMLS:5112"":null,""imerss.org:PMLS:5438"":null,""imerss.org:PMLS:5537"":null,""imerss.org:PMLS:5615"":null,""imerss.org:PMLS:5709"":null,""imerss.org:PMLS:5806"":null,""imerss.org:PMLS:7073"":null,""imerss.org:PMLS:7189"":null,""imerss.org:PMLS:7348"":null,""imerss.org:PMLS:7472"":null,""imerss.org:PMLS:7680"":null,""imerss.org:PMLS:8075"":null,""imerss.org:PMLS:9479"":null,""imerss.org:PMLS:9587"":null,""imerss.org:PMLS:10046"":null,""imerss.org:PMLS:10299"":null,""imerss.org:PMLS:11773"":null,""imerss.org:PMLS:11851"":null,""imerss.org:PMLS:13016"":null,""imerss.org:PMLS:13105"":null,""imerss.org:PMLS:13235"":null,""imerss.org:PMLS:13347"":null,""imerss.org:PMLS:13444"":null,""imerss.org:PMLS:13740"":null,""imerss.org:PMLS:14087"":null,""imerss.org:PMLS:14149"":null,""imerss.org:PMLS:14228"":null,""imerss.org:PMLS:15996"":null,""imerss.org:PMLS:16101"":null,""imerss.org:PMLS:16718"":null,""imerss.org:PMLS:16771"":null,""imerss.org:PMLS:18093"":null,""imerss.org:PMLS:18215"":null,""iNat:2854905"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Halocynthia,igaboja,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:826,1994-02-26T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18215,2018-06-19T00:00:00.000Z,,,,,,,,
Metandrocarpa taylori,371195,Metandrocarpa taylori,0,accepted,"Huntsman, 1912",78,"{""imerss.org:PMLS:341"":null,""imerss.org:PMLS:825"":null,""imerss.org:PMLS:1070"":null,""imerss.org:PMLS:1897"":null,""imerss.org:PMLS:1971"":null,""imerss.org:PMLS:2056"":null,""imerss.org:PMLS:2539"":null,""imerss.org:PMLS:2718"":null,""imerss.org:PMLS:2965"":null,""imerss.org:PMLS:3085"":null,""imerss.org:PMLS:3278"":null,""imerss.org:PMLS:3615"":null,""imerss.org:PMLS:4674"":null,""imerss.org:PMLS:4804"":null,""imerss.org:PMLS:4917"":null,""imerss.org:PMLS:5115"":null,""imerss.org:PMLS:5258"":null,""imerss.org:PMLS:5439"":null,""imerss.org:PMLS:5538"":null,""imerss.org:PMLS:5619"":null,""imerss.org:PMLS:6033"":null,""imerss.org:PMLS:6530"":null,""imerss.org:PMLS:6808"":null,""imerss.org:PMLS:6934"":null,""imerss.org:PMLS:7192"":null,""imerss.org:PMLS:7476"":null,""imerss.org:PMLS:7761"":null,""imerss.org:PMLS:7872"":null,""imerss.org:PMLS:8724"":null,""imerss.org:PMLS:8891"":null,""imerss.org:PMLS:8967"":null,""imerss.org:PMLS:9482"":null,""imerss.org:PMLS:9707"":null,""imerss.org:PMLS:10148"":null,""imerss.org:PMLS:10372"":null,""imerss.org:PMLS:10746"":null,""imerss.org:PMLS:10919"":null,""imerss.org:PMLS:11066"":null,""imerss.org:PMLS:11476"":null,""imerss.org:PMLS:11970"":null,""imerss.org:PMLS:12068"":null,""imerss.org:PMLS:12494"":null,""imerss.org:PMLS:12909"":null,""imerss.org:PMLS:13108"":null,""imerss.org:PMLS:13352"":null,""imerss.org:PMLS:13743"":null,""imerss.org:PMLS:14150"":null,""imerss.org:PMLS:14229"":null,""imerss.org:PMLS:14434"":null,""imerss.org:PMLS:14695"":null,""imerss.org:PMLS:14912"":null,""imerss.org:PMLS:15106"":null,""imerss.org:PMLS:15209"":null,""imerss.org:PMLS:15315"":null,""imerss.org:PMLS:15416"":null,""imerss.org:PMLS:15871"":null,""imerss.org:PMLS:16453"":null,""imerss.org:PMLS:16555"":null,""imerss.org:PMLS:17160"":null,""imerss.org:PMLS:17542"":null,""imerss.org:PMLS:17664"":null,""imerss.org:PMLS:18466"":null,""imerss.org:PMLS:18525"":null,""imerss.org:PMLS:18554"":null,""imerss.org:PMLS:18610"":null,""imerss.org:PMLS:18642"":null,""iNat:128527396"":null,""iNat:129284421"":null,""iNat:86123499"":null,""iNat:91082501"":null,""iNat:135278439"":null,""iNat:163264946"":null,""iNat:164585586"":null,""iNat:164585587"":null,""iNat:168028337"":null,""iNat:173366471"":null,""iNat:177622899"":null,""iNat:182593086"":null}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Metandrocarpa,taylori,Andy Lamb,PMLS,,,,imerss.org:PMLS:341,1985-07-29T00:00:00.000Z,,,,,,iNat:182593086,2023-09-09T00:00:00.000Z,,,,,,,,
