iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Aeolidia papillosa,498116,Aeolidia papillosa,0,accepted,"(Linnaeus, 1761)",10,"{""imerss.org:PMLS:75"":null,""imerss.org:PMLS:2118"":null,""imerss.org:PMLS:17024"":null,""iNat:2763439"":null,""iNat:6223679"":null,""iNat:8849049"":null,""iNat:14385957"":null,""iNat:30012086"":null,""iNat:103037376"":null,""iNat:120454713"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,papillosa,Andy Lamb,PMLS,,,,imerss.org:PMLS:75,1969-02-22T00:00:00.000Z,,,,,,iNat:120454713,2022-06-05T00:00:00.000Z,,,,,,,,
Aglaja ocelligera,49842,Aglaja ocelligera,0,accepted,"(Bergh, 1894)",12,"{""imerss.org:PMLS:2304"":null,""iNat:166601225"":null,""iNat:2909670"":null,""iNat:32171691"":null,""iNat:32171693"":null,""iNat:32171694"":null,""iNat:32171697"":null,""iNat:69243366"":null,""iNat:73660688"":null,""iNat:164589506"":null,""iNat:164589509"":null,""iNat:164589512"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Aglajidae,,,Aglaja,ocelligera,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:2304,1996-05-29T00:00:00.000Z,,,,,,iNat:166601225,2023-05-27T00:00:00.000Z,,,,,,,,
Aldisa albomarginata,50094,Aldisa albomarginata,0,accepted,"Millen in Millen & Gosliner, 1985",1,"{""imerss.org:PMLS:10275"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,albomarginata,Andy Lamb,PMLS,,,,imerss.org:PMLS:10275,2009-03-19T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:10275,2009-03-19T00:00:00.000Z,,,,,,,,
Aldisa cooperi,50097,Aldisa cooperi,0,accepted,"Robilliard & Baba, 1972",13,"{""imerss.org:PMLS:258"":null,""imerss.org:PMLS:314"":null,""imerss.org:PMLS:1257"":null,""imerss.org:PMLS:2018"":null,""imerss.org:PMLS:2767"":null,""imerss.org:PMLS:3243"":null,""imerss.org:PMLS:8136"":null,""imerss.org:PMLS:14208"":null,""imerss.org:PMLS:15957"":null,""imerss.org:PMLS:16943"":null,""iNat:68793262"":null,""iNat:68793489"":null,""iNat:100326124"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,cooperi,,,,,,iNat:100326124,1978-03-19T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16943,2016-02-07T00:00:00.000Z,,,,,,,,
Aldisa sanguinea,50098,Aldisa sanguinea,0,accepted,"(J.G. Cooper, 1863)",5,"{""imerss.org:PMLS:16072"":null,""imerss.org:PMLS:16167"":null,""iNat:3705820"":null,""iNat:31366877"":null,""iNat:164580492"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,sanguinea,Andy Lamb,PMLS,,,,imerss.org:PMLS:16072,2013-10-10T00:00:00.000Z,,,,,,iNat:164580492,2023-05-28T00:00:00.000Z,,,,,,,,
Aldisa tara,50100,Aldisa tara,0,accepted,"Millen in Millen & Gosliner, 1985",4,"{""imerss.org:PMLS:18172"":null,""iNat:68751128"":null,""iNat:68752646"":null,""iNat:100326772"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Aldisa,tara,,,,,,iNat:100326772,1978-03-19T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18172,2018-06-19T00:00:00.000Z,,,,,,,,
Alia carinata,129933,Alia carinata,0,accepted,"(Hinds, 1844)",1,"{""iNat:7674348"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Alia,carinata,,,,,,iNat:7674348,2017-05-26T00:00:00.000Z,,,,,,iNat:7674348,2017-05-26T00:00:00.000Z,,,,,,,,
Amphissa columbiana,117643,Amphissa columbiana,0,accepted,"Dall, 1916",45,"{""imerss.org:PMLS:256"":null,""imerss.org:PMLS:410"":null,""abc2150f-a1f7-462f-8648-6b7331ebbc2a"":null,""imerss.org:PMLS:1251"":null,""imerss.org:PMLS:2918"":null,""imerss.org:PMLS:3233"":null,""imerss.org:PMLS:3804"":null,""imerss.org:PMLS:4359"":null,""imerss.org:PMLS:4440"":null,""imerss.org:PMLS:5776"":null,""imerss.org:PMLS:6005"":null,""imerss.org:PMLS:6110"":null,""imerss.org:PMLS:6226"":null,""imerss.org:PMLS:6675"":null,""imerss.org:PMLS:7017"":null,""imerss.org:PMLS:7304"":null,""imerss.org:PMLS:7536"":null,""imerss.org:PMLS:7643"":null,""imerss.org:PMLS:7847"":null,""imerss.org:PMLS:7935"":null,""imerss.org:PMLS:9667"":null,""imerss.org:PMLS:9907"":null,""imerss.org:PMLS:10203"":null,""imerss.org:PMLS:10698"":null,""imerss.org:PMLS:11024"":null,""imerss.org:PMLS:11315"":null,""imerss.org:PMLS:11936"":null,""imerss.org:PMLS:12040"":null,""imerss.org:PMLS:12120"":null,""imerss.org:PMLS:12463"":null,""imerss.org:PMLS:12554"":null,""imerss.org:PMLS:12649"":null,""imerss.org:PMLS:12739"":null,""imerss.org:PMLS:12866"":null,""imerss.org:PMLS:12979"":null,""imerss.org:PMLS:13419"":null,""imerss.org:PMLS:13995"":null,""imerss.org:PMLS:14131"":null,""imerss.org:PMLS:15829"":null,""imerss.org:PMLS:16066"":null,""imerss.org:PMLS:16164"":null,""imerss.org:PMLS:17318"":null,""imerss.org:PMLS:18274"":null,""iNat:106714614"":null,""iNat:163264975"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,columbiana,Andy Lamb,PMLS,,,,imerss.org:PMLS:256,1981-05-31T00:00:00.000Z,,,,,,iNat:163264975,2023-05-22T00:00:00.000Z,,,,,,,,
Amphissa versicolor,129932,Amphissa versicolor,0,accepted,"Dall, 1871",3,"{""imerss.org:PMLS:8864"":null,""imerss.org:PMLS:13076"":null,""imerss.org:PMLS:14297"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,versicolor,Andy Lamb,PMLS,,,,imerss.org:PMLS:8864,2008-11-12T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:14297,2011-04-23T00:00:00.000Z,,,,,,,,
Antiopella fusca,886884,Antiopella fusca,0,accepted,"(O'Donoghue, 1924)",17,"{""imerss.org:PMLS:512"":null,""imerss.org:PMLS:1046"":null,""imerss.org:PMLS:1261"":null,""imerss.org:PMLS:1336"":null,""imerss.org:PMLS:4987"":null,""imerss.org:PMLS:5782"":null,""imerss.org:PMLS:11325"":null,""imerss.org:PMLS:13706"":null,""iNat:129284420"":null,""iNat:3705624"":null,""iNat:7647292"":null,""iNat:7674548"":null,""iNat:68751511"":null,""iNat:68793026"":null,""iNat:68793490"":null,""iNat:131169594"":null,""iNat:136884700"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Janolidae,,,Antiopella,fusca,Andy Lamb,PMLS,,,,imerss.org:PMLS:512,1985-12-07T00:00:00.000Z,,,,,,iNat:136884700,2022-09-28T00:00:00.000Z,,,,,,,,
Apata pricei,631469,Apata pricei,0,accepted,"(MacFarland, 1966)",11,"{""imerss.org:PMLS:15963"":null,""imerss.org:PMLS:17330"":null,""iNat:68751807"":null,""iNat:68751808"":null,""iNat:68751934"":null,""iNat:68751935"":null,""iNat:68793027"":null,""iNat:68793263"":null,""iNat:68793491"":null,""iNat:68793492"":null,""iNat:68793493"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,,,Apata,pricei,Andy Lamb,PMLS,,,,imerss.org:PMLS:15963,2013-05-17T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17330,2016-03-27T00:00:00.000Z,,,,,,,,
Armina californica,47499,Armina californica,0,accepted,"(J.G. Cooper, 1863)",19,"{""c62a5160-ca80-4add-9732-01872c8938bc"":null,""imerss.org:PMLS:2686"":null,""imerss.org:PMLS:3044"":null,""imerss.org:PMLS:11216"":null,""imerss.org:PMLS:13584"":null,""imerss.org:PMLS:16254"":null,""imerss.org:PMLS:16334"":null,""imerss.org:PMLS:16421"":null,""imerss.org:PMLS:17022"":null,""imerss.org:PMLS:17214"":null,""imerss.org:PMLS:18185"":null,""iNat:129284344"":null,""iNat:166658296"":null,""iNat:2975918"":null,""iNat:24714422"":null,""iNat:68752648"":null,""iNat:68752649"":null,""iNat:163264980"":null,""iNat:182593049"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Arminoidea,Arminidae,,,Armina,californica,Philip Lambert,RBCM,,,975-00224-003,c62a5160-ca80-4add-9732-01872c8938bc,1975-06-17T00:00:00.000Z,,,,,,iNat:182593049,2023-09-09T00:00:00.000Z,,,,,,,,
Atalodoris jannae,1364199,Atalodoris jannae,0,accepted,"(Millen, 1987)",4,"{""imerss.org:PMLS:18176"":null,""imerss.org:PMLS:18234"":null,""iNat:68751512"":null,""iNat:69243371"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Atalodoris,jannae,,,,,,iNat:68751512,2009-11-15T00:00:00.000Z,Karin Fletcher,PMLS,,,,imerss.org:PMLS:18234,2018-06-24T00:00:00.000Z,,,,,,,,
Axinopsida serricata,977317,Axinopsida serricata,0,accepted,"(Carpenter, 1864)",2,"{""6c02eced-329f-478d-8728-2c9c4ffd3ae7"":null,""52518254-ffc9-4f10-a3ca-f0935ed4cc54"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Lucinida,,,Thyasiroidea,Thyasiridae,,,Axinopsida,serricata,Dan Quayle,RBCM,,,989-00278-014,6c02eced-329f-478d-8728-2c9c4ffd3ae7,1959-12-11T00:00:00.000Z,Ian McTaggart-Cowan,RBCM,,,979-03315,52518254-ffc9-4f10-a3ca-f0935ed4cc54,1961-06-22T00:00:00.000Z,,,,,,,,
Bankia setacea,347368,Bankia setacea,0,accepted,"(Tryon, 1863)",3,"{""imerss.org:PMLS:3036"":null,""imerss.org:PMLS:6406"":null,""imerss.org:PMLS:9265"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,Pholadoidea,Teredinidae,Bankiinae,,Bankia,setacea,Andy Lamb,PMLS,,,,imerss.org:PMLS:3036,1999-10-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:9265,2009-01-03T00:00:00.000Z,,,,,,,,
Batillaria attramentaria,68783,Batillaria attramentaria,0,accepted,"(G.B. Sowerby II, 1855)",2,"{""iNat:25655199"":null,""iNat:56194856"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Cerithioidea,Batillariidae,,,Batillaria,attramentaria,,,,,,iNat:25655199,2019-05-05T00:00:00.000Z,,,,,,iNat:56194856,2020-08-11T00:00:00.000Z,,,,,,,,
Berryteuthis magister,432390,Berryteuthis magister,0,accepted,"(Berry, 1913)",3,"{""f58646e3-492b-45ad-a078-0e034887ee01"":null,""5529d429-e696-41af-ab18-38e8974203e0"":null,""3f0f9818-9f12-42db-b075-7efafd3b285d"":null}",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Onychoteuthoidea,Gonatidae,,,Berryteuthis,magister,W. Barraclough,RBCM,,,978-00057-002,f58646e3-492b-45ad-a078-0e034887ee01,1956-01-29T00:00:00.000Z,W. Barraclough,RBCM,,,978-00056-001,5529d429-e696-41af-ab18-38e8974203e0,1965-01-29T00:00:00.000Z,,,,,,,,
Berthella chacei,1081461,Berthella chacei,0,accepted,"(J.Q. Burch, 1944)",10,"{""imerss.org:PMLS:3238"":null,""imerss.org:PMLS:4980"":null,""imerss.org:PMLS:12870"":null,""imerss.org:PMLS:15952"":null,""imerss.org:PMLS:17407"":null,""imerss.org:PMLS:18358"":null,""iNat:2854808"":null,""iNat:3706277"":null,""iNat:68751809"":null,""iNat:68751937"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,chacei,Andy Lamb,PMLS,,,,imerss.org:PMLS:3238,2005-12-10T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18358,2019-03-17T00:00:00.000Z,,,,,,,,
Cadlina klasmalmbergi,1118728,Cadlina klasmalmbergi,0,accepted,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",2,"{""iNat:2976072"":null,""iNat:68752650"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,klasmalmbergi,,,,,,iNat:2976072,2013-10-13T00:00:00.000Z,,,,,,iNat:68752650,2018-06-19T00:00:00.000Z,,,,,,,,
