"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
3109269472,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/72790327","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia","Orthosia praeses","","SPECIES","Orthosia praeses Grote, 1879","Orthosia praeses","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.998254,-123.533814,26614,,,,,,"2021-04-03T08:35:42",3,4,2021,5114039,5114039,"HUMAN_OBSERVATION","iNaturalist","Observations","72790327","","Liam Hutcheson",2021-04-03 22:48:00,"CC_BY_NC_4_0","Tumtumtree","Tumtumtree","","",2025-03-07 18:01:38.063,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",72790327
4102909125,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/158451682","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba","","SPECIES","Cepphus columba Pallas, 1811","Cepphus columba","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.871544,-123.30241,,,,,,,"2023-04-30T16:27",30,4,2023,9315520,9315520,"HUMAN_OBSERVATION","iNaturalist","Observations","158451682","","Jackson W.F. Chu",2023-05-01 02:46:28,"CC_BY_NC_4_0","Jackson W.F. Chu","Jackson W.F. Chu","","",2025-03-07 14:20:47.247,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",158451682
4130305615,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/165838900","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lapsana","Lapsana communis","","SPECIES","Lapsana communis L.","Lapsana communis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.86895,-123.34608,,,,,,,"2023-06-04T09:47:15",4,6,2023,3134857,3134857,"HUMAN_OBSERVATION","iNaturalist","Observations","165838900","","Kendall McLaughlin",2023-06-06 03:09:03,"CC_BY_NC_4_0","Kendall McLaughlin","Kendall McLaughlin","","",2025-03-07 14:27:37.608,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",165838900
4116535558,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/160831340","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","","SPECIES","Pseudacris regilla (Baird & Girard, 1852)","Pseudacris regilla","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.952433,-123.519557,478,,,,,,"2023-05-07T08:33:08",7,5,2023,2428132,2428132,"HUMAN_OBSERVATION","iNaturalist","Observations","160831340","","Terry M",2023-05-10 00:24:53,"CC_BY_NC_4_0","Terry M","Terry M","","",2025-03-07 14:22:31.722,"StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",160831340
4137733074,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/165526038","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva fenestrata","","SPECIES","Ulva fenestrata Postels & Ruprecht, 1840","Ulva fenestrata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.892611,-123.41737,,,,,,,"2023-06-02T12:21:19",2,6,2023,5273511,5273511,"HUMAN_OBSERVATION","iNaturalist","Observations","165526038","","Andrew Simon",2023-06-05 19:55:45,"CC_BY_NC_4_0","Kendall McLaughlin","Kendall McLaughlin","","",2025-03-07 14:27:18.135,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",165526038
4145435711,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/167904414","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia hirsuta","","SPECIES","Vicia hirsuta (L.) Gray","Vicia hirsuta","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.869489,-123.378881,,,,,,,"2023-05-25T11:38:25",25,5,2023,2975328,2975328,"HUMAN_OBSERVATION","iNaturalist","Observations","167904414","","heather-magpie",2023-06-17 16:26:48,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2025-03-07 14:29:50.189,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",167904414
4980577976,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/250646054","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus","","SPECIES","Haliaeetus leucocephalus (Linnaeus, 1766)","Haliaeetus leucocephalus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.914166,-123.471876,11508,,,,,,"2024-07-30T12:58:02",30,7,2024,2480446,2480446,"HUMAN_OBSERVATION","iNaturalist","Observations","250646054","","abooth86",2024-11-06 04:41:59,"CC_BY_NC_4_0","abooth86","abooth86","","",2025-03-07 15:41:54.68,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",250646054
4039554614,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/149208699","Chromista","Ciliophora","Oligohymenophorea","Hymenostomatida","Frontoniidae","Frontonia","Frontonia acuminata","","SPECIES","Frontonia acuminata (Ehrenberg, 1834) Bütschli, 1889","Frontonia acuminata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.893847,-123.434553,26614,,,,,,"2023-02-18T21:05",18,2,2023,7893399,7893399,"HUMAN_OBSERVATION","iNaturalist","Observations","149208699","","Bettina Harvey",2023-02-20 05:09:46,"CC_BY_NC_4_0","Bettina Harvey","Bettina Harvey","","",2025-03-07 14:12:10.445,"StillImage;StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",149208699
4424152017,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/186891649","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","Dermasterias imbricata","","SPECIES","Dermasterias imbricata (Grube, 1857)","Dermasterias imbricata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.010448,-123.585748,15,,,,,,"2023-10-08T16:09",8,10,2023,2271961,2271961,"HUMAN_OBSERVATION","iNaturalist","Observations","186891649","","imcote",2023-10-09 19:50:55,"CC_BY_NC_4_0","imcote","imcote","","",2025-03-07 14:47:30.652,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",186891649
4900994987,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/224768483","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Micromeria","Micromeria douglasii","","SPECIES","Clinopodium douglasii (Benth.) Kuntze","Clinopodium douglasii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.933191,-123.48643,18,,,,,,"2024-06-23T15:57:24",23,6,2024,2926908,5606562,"HUMAN_OBSERVATION","iNaturalist","Observations","224768483","","m_reid",2024-06-23 23:27:25,"CC_BY_NC_4_0","m_reid","m_reid","","",2025-03-07 15:20:01.332,"StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",224768483
