id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references,Name,Description,geometry,_93,Name Status,Referred iNaturalist Id,Referred iNaturalist Name
60234,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,2d93dc78-27bb-4260-a29e-e1c9982e7188,NA,225336,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia pacifica,63769,Ahti,Cladonia,NA,pacifica,NA,NA,Species,T. Ahti,NA,NA,NA,NA,NA,NA,G.F. Otto,17--5,1964-01-12,1964,1,12,12,NA,NA,NA,facing S & SE; moss covered cliffs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Lighthouse Park, Point Atkinson, West Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,2d93dc78-27bb-4260-a29e-e1c9982e7188,https://lichenportal.org/portal/collections/individual/index.php?occid=60234,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.2833333, 49.3333333),invalid,340879,Cladonia portentosa pacifica
73630,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,006a99e0-104d-43a1-925d-d0b72dad7581,NA,515453,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladina,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladina rangiferina,53354,(L.) Nyl.,Cladonia,NA,rangiferina,NA,NA,Species,"T.L. Esslinger: Checklist of North America, 2001",NA,NA,NA,NA,NA,NA,G.F. Otto,17--6,1964-01-12,1964,1,12,12,NA,NA,NA,cliffs facing S or SE; moss covered cliffs,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=64a9f53a-929e-44a1-8f0f-648184f558ce | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=e93083bb-f6ba-6ba4-6d85-075c8e6fc4b9 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=52a39ce0-6e40-42e5-99b7-43b5a896beb2 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=457800D0-5DBA-D140-9EED-C25C2548B961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Lighthouse Park, Point Atkinson, West Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,006a99e0-104d-43a1-925d-d0b72dad7581,https://lichenportal.org/portal/collections/individual/index.php?occid=73630,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.2833333, 49.3333333),unaccepted,119778,Cladonia rangiferina
73872,ASU,Lichens,NA,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,2250683a-cfc2-4e9f-ab4c-44e61fb9f860,ASUL034452,515241,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia|Cladonia macilenta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia macilenta var. bacillaris,56732,(Ach.) Schaer.,Cladonia,NA,macilenta,var.,bacillaris,Variety,"T.L. Esslinger: Checklist of North America, 2002",NA,NA,NA,NA,NA,NA,G.F. Otto,2326,1968-12-01,1968,12,1,336,NA,NA,NA,basal part of Cedar trunk,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=3ffea4dc-a596-4688-ba37-7ca75e461f5f | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=2d18c9b2-ca09-488d-9418-817404143b0a | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=B22EE150-D882-AF44-A3DE-6C04507867FF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Lighthouse Park, Point Atkinson, West Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-03 14:41:09,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,2250683a-cfc2-4e9f-ab4c-44e61fb9f860,https://lichenportal.org/portal/collections/individual/index.php?occid=73872,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.2833333, 49.3333333),accepted,117950,Cladonia macilenta
74402,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,50a8c07b-be43-46ab-8b14-aa2f9312c03d,NA,516466,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia|Cladonia cervicornis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia cervicornis subsp. verticillata,56675,(Hoffm.) Ahti,Cladonia,NA,cervicornis,subsp.,verticillata,Subspecies,T. Goward,NA,NA,NA,NA,NA,NA,W.B. Schofield; F. Lang,26149,1964-10-23,1964,10,23,297,NA,NA,NA,open lodgepole pine forest floor,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=34aebcb4-e895-8954-10af-a045804b7350 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=b82a9499-ca85-458a-b38d-ad12a7e1137f | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=B30E97E0-6BF1-7444-AA61-E0502BC22D31 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=d791429e-5eef-4bdc-b125-cdded502c0fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"near dam on Cheakamus River, Garibaldi area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,50a8c07b-be43-46ab-8b14-aa2f9312c03d,https://lichenportal.org/portal/collections/individual/index.php?occid=74402,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1666667, 49.9666667),accepted,54284,Cladonia cervicornis
77447,ASU,Lichens,NA,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,7511cadc-fce0-4595-8ca7-c4fce96cf741,ASUL011135,522025,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia uncialis,53486,(L.) Weber ex F.H. Wigg.,Cladonia,NA,uncialis,NA,NA,Species,W.B. Schofield,NA,NA,NA,NA,NA,NA,W.B. Schofield,20207,1962-10-07,1962,10,7,280,NA,NA,NA,"atop exposed outcrop knot, abundant",NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=5b59cd60-8147-439b-8b82-fc865eeb6f34 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=fc1f74c0-51f7-4e41-b3cd-002814ac5ecd | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=6a93d528-2867-4dc5-8086-0ecf1b3c6c73 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=a57c951e-7fab-4977-853b-715d1187f909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Point Atkinson Park, West Vancouver",NA,WGS84,700,NA,cmozzicato (2017-01-03 13:55:00),NA,2017-01-03; Google Maps,NA,copied from duplicate LSU LSU00140714; lat/long = center of park near Point Atkinson; uncertainty = extent of park,NA,NA,NA,NA,NA,NA,NA,NA,Martinez213,2022-11-14 14:35:38,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,7511cadc-fce0-4595-8ca7-c4fce96cf741,https://lichenportal.org/portal/collections/individual/index.php?occid=77447,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.26273, 49.335612),accepted,121208,Cladonia uncialis
97164,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,5dd9add9-5654-4e57-88d8-383bd1ebd005,NA,559735,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,K.E. Ohlsson,NA,NA,NA,NA,NA,NA,K.E. Ohlsson,443,1969-07-07,1969,7,7,188,NA,NA,NA,"A sparce second growth of Thuja, Pinus, and Abies; Pseudotsuga",NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=4357e2e3-7846-4119-99f4-b1ba50c0d7bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Near Alice Lake Provincial Park on Alice Lake, about 22.5 km N of Squamish",NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,5dd9add9-5654-4e57-88d8-383bd1ebd005,https://lichenportal.org/portal/collections/individual/index.php?occid=97164,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166667, 49.7666667),accepted,55241,Sphaerophorus globosus
97167,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,f1ec1c64-0deb-4272-9348-43c323ce9d18,NA,559734,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,K.E. Ohlsson,NA,NA,NA,NA,NA,NA,K.E. Ohlsson,438,1969-07-07,1969,7,7,188,NA,NA,NA,"A sparce second growth of Thuja, Pinus, and Abies; Tsuga",NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=3028926c-c953-4c59-8fb0-3cd60bded6d8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Near Alice Lake Provincial Park on Alice Lake, about 22.5 km N of Squamish",NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,f1ec1c64-0deb-4272-9348-43c323ce9d18,https://lichenportal.org/portal/collections/individual/index.php?occid=97167,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166667, 49.7666667),accepted,55241,Sphaerophorus globosus
98548,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,78d71451-57a1-43d7-848b-a4fef22967e9,NA,564914,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Stereocaulaceae|Stereocaulon,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon tomentosum,55628,Fr.,Stereocaulon,NA,tomentosum,NA,NA,Species,G.F. Otto,NA,NA,NA,NA,NA,NA,G.F. Otto,312,1964-07-12,1964,7,12,194,NA,NA,NA,moss covered rocks,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=5a095e38-0592-4b95-936c-d97bdbd34f9c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Rubble Creek below Barriere, Garibaldi Provincial Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,78d71451-57a1-43d7-848b-a4fef22967e9,https://lichenportal.org/portal/collections/individual/index.php?occid=98548,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1, 49.95),accepted,179804,Stereocaulon tomentosum
99335,ASU,Lichens,ASU,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,9cab5f72-db21-45fe-8cb3-5dae66bdd285,NA,566479,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Pseudephebe,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudephebe pubescens,54585,(L.) Choisy,Pseudephebe,NA,pubescens,NA,NA,Species,G.F. Otto,NA,NA,NA,NA,NA,NA,G.F. Otto,613,1965-08-09,1965,8,9,221,NA,NA,NA,"sandy soil, pebbles, and boulders",NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=d1be4743-6697-4edd-8c9e-283ff5040c3e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Terminal moraine, foot of Sentinel Glacier, Garibaldi Provincial Park",NA,NA,NA,NA,NA,NA,NA,NA,copied from duplicate LSU LSU00146921;,1460,NA,NA,NA,NA,NA,NA,NA,preprocessed,2021-09-30 12:37:06,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,9cab5f72-db21-45fe-8cb3-5dae66bdd285,https://lichenportal.org/portal/collections/individual/index.php?occid=99335,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123, 49.9),accepted,229078,Pseudephebe pubescens
119466,ASU,Lichens,NA,ca9232e9-9401-4c90-9845-d00fe37f0ac2,PreservedSpecimen,a75b14f5-3acf-4a62-a3f8-1c4da95dacad,ASUL034454,520881,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia macilenta,53428,Hoffm.,Cladonia,NA,macilenta,NA,NA,Species,W.B. Schofield,NA,NA,NA,NA,NA,NA,W.B. Schofield; L. Donovan & D. Wilkie,75965,1981-01-24,1981,1,24,24,NA,NA,NA,rotton log,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=6d7bacdb-2d34-4297-8565-60a22e27692d | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=71494b88-f1a0-456c-a3c9-b2e0678de00d | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=ffbac881-0e6f-483e-8422-fe8a47aa1b20 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=D8B28797-D58E-D640-AFEB-1B8A28549164 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=da27dc41-6d6d-d6d4-5c8e-2acb27950dcf | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=30f60754-afe7-45bc-91c5-d1af0457709a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Open outcrop above Howe Sound, near Murrin Park, Squamish Hwy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-03 14:41:39,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,a75b14f5-3acf-4a62-a3f8-1c4da95dacad,https://lichenportal.org/portal/collections/individual/index.php?occid=119466,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1666667, 49.5833333),accepted,117950,Cladonia macilenta
