id,parentId,iNaturalistTaxonName,commonName,rank,iNaturalistTaxonImage,taxonName
47322,48151,Orobanchaceae,broomrape family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/218490138/medium.jpeg,
47328,47329,Liliaceae,lilies,family,https://inaturalist-open-data.s3.amazonaws.com/photos/4233595/medium.jpg,
47332,48232,Papaveraceae,poppy family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/178340187/medium.jpg,
47362,47363,Apocynaceae,dogbane family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/138510430/medium.jpeg,
47434,47162,Poaceae,grasses,family,https://inaturalist-open-data.s3.amazonaws.com/photos/76692662/medium.jpg,
47539,47540,Celastraceae,staff-vine family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/244246545/medium.jpg,
47567,51820,Salicaceae,willow family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/79452056/medium.jpeg,
47599,47218,Asparagaceae,agave and allies,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3721262/medium.JPG,
47604,47605,Asteraceae,"sunflowers, daisies, asters, and allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/72961012/medium.jpg,
47689,47690,Geraniaceae,Geranium family,family,https://static.inaturalist.org/photos/21874983/medium.jpeg,
47693,47363,Rubiaceae,madder family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/217150548/medium.jpeg,
47733,48151,Oleaceae,olive family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/7363/medium.jpg,
47759,70233,Oxalidaceae,woodsorrel family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/30011270/medium.jpg,
47781,47218,Iridaceae,irises and allies,family,https://inaturalist-open-data.s3.amazonaws.com/photos/939730/medium.jpg,
47790,47791,Onagraceae,evening primrose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/16678238/medium.jpg,
47852,47853,Fagaceae,beech family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/9429093/medium.jpg,
47903,47366,Cactaceae,cacti,family,https://inaturalist-open-data.s3.amazonaws.com/photos/13279984/medium.jpeg,
48040,47605,Campanulaceae,bellflower family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/51665998/medium.jpg,
48064,47181,Primulaceae,primroses,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15229725/medium.jpeg,
48072,48073,Alismataceae,Water-Plantain family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/152256387/medium.jpeg,
48150,523723,Boraginaceae,borage family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/31342774/medium.jpg,
48231,48232,Ranunculaceae,buttercup family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3063606/medium.jpg,
48382,47366,Polygonaceae,knotweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/6818849/medium.jpg,
48386,71289,Saxifragaceae,saxifrage family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/32017311/medium.jpeg,
48516,48515,Solanaceae,nightshade family,family,https://static.inaturalist.org/photos/4608305/medium.jpeg,
48527,48526,Caprifoliaceae,honeysuckle family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/29884886/medium.jpg,
48567,47366,Caryophyllaceae,pink family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/50002751/medium.jpg,
48620,71281,Cucurbitaceae,gourd family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15290567/medium.jpg,
48623,48151,Lamiaceae,mint family,family,https://static.inaturalist.org/photos/72305606/medium.jpg,
48699,48700,Apiaceae,carrot family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8872/medium.jpg,
48797,48796,Malvaceae,Mallow and Hibiscus Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/7334/medium.jpg,
48874,47729,Anacardiaceae,cashew family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/56402931/medium.jpg,
48932,47181,Polemoniaceae,phlox family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1215798/medium.,
49041,47132,Rhamnaceae,buckthorn family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/80456202/medium.jpg,
49147,49146,Commelinaceae,spiderworts,family,https://static.inaturalist.org/photos/1475331/medium.jpg,
49155,47853,Betulaceae,birch family,family,https://static.inaturalist.org/photos/8119202/medium.jpg,
49194,48151,Verbenaceae,verbena family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/20278651/medium.jpg,
49289,48232,Berberidaceae,barberry family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/14991/medium.jpg,
49464,47329,Melanthiaceae,bunchflowers,family,https://inaturalist-open-data.s3.amazonaws.com/photos/129437915/medium.jpg,
50256,47366,Nyctaginaceae,four o'clock family,family,https://static.inaturalist.org/photos/22092835/medium.jpg,
50623,47729,Rutaceae,citrus family,family,https://static.inaturalist.org/photos/68276241/medium.jpg,
50638,48151,Plantaginaceae,plantain family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11147978/medium.jpg,
50828,51820,Violaceae,violet family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/19508334/medium.jpeg,
51121,51120,Nymphaeaceae,Waterlily Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/115591053/medium.jpeg,
51308,51820,Linaceae,Flax Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15494/medium.jpg,
51337,71275,Limnanthaceae,meadowfoam family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/27886/medium.jpg,
51816,47791,Myrtaceae,myrtle family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/7479/medium.jpg,
51821,51820,Euphorbiaceae,spurge family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/10222510/medium.jpg,
51890,71289,Crassulaceae,stonecrop family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/26707624/medium.jpg,
52345,48515,Convolvulaceae,bindweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/73482456/medium.jpg,
52469,47195,Hydrangeaceae,hydrangea family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/154345374/medium.jpeg,
52849,48700,Araliaceae,ivy family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8874/medium.jpg,
53922,47195,Loasaceae,Stickleaf Family,family,https://static.inaturalist.org/photos/221143410/medium.jpeg,
55849,47218,Amaryllidaceae,"amaryllis, onions, and allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/9537450/medium.jpeg,
56235,47363,Gentianaceae,gentian family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/200324833/medium.jpeg,
57010,48796,Cistaceae,rock-rose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1184992/medium.jpg,
58321,47729,Sapindaceae,soapberry family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/27342760/medium.jpeg,
60478,47366,Plumbaginaceae,plumbago family,family,https://static.inaturalist.org/photos/3926141/medium.jpg,
61874,47181,Styracaceae,snowbell family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3801856/medium.jpg,
64552,48151,Phrymaceae,lopseed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/177471315/medium.jpg,
64695,47132,Elaeagnaceae,oleaster family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/20487/medium.jpg,
71409,71275,Cleomaceae,spider flower family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/197404913/medium.jpg,
71412,51820,Hypericaceae,St. John's wort family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/23343255/medium.jpg,
71417,47366,Montiaceae,Pussypaw Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/853/medium.jpg,
71421,47366,Sarcobataceae,Greasewood Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/23323/medium.jpg,
71426,48073,Tofieldiaceae,tofieldia family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/149749841/medium.jpg,
71645,47181,Theaceae,camellia family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/259793413/medium.jpg,
133387,47181,Ericaceae,heath family,family,https://static.inaturalist.org/photos/27053770/medium.jpg,
781703,48526,Viburnaceae,elder family,family,https://static.inaturalist.org/photos/2419980/medium.jpg,
47130,47131,Ribes,currants and gooseberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/117502191/medium.jpeg,
47193,47194,Cornus,dogwoods,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/37787988/medium.jpeg,
47364,71417,Lewisia,,genus,https://static.inaturalist.org/photos/82252441/medium.jpg,
47538,47539,Euonymus,spindles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/96624/medium.jpg,
47574,47374,Juniperus,junipers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3521476/medium.jpg,
47688,47689,Erodium,stork's-bills,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/66772719/medium.jpeg,
47701,47689,Geranium,geraniums and cranesbills,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/49517684/medium.jpg,
47727,58321,Acer,maples,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/99147747/medium.jpg,
47732,47733,Syringa,Lilacs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/27079/medium.jpg,
47758,47759,Oxalis,woodsorrels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/19227560/medium.jpg,
47789,47790,Clarkia,Clarkias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17563453/medium.jpeg,
47851,47852,Quercus,oaks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/96348060/medium.jpg,
48257,47562,Pseudotsuga,Douglas-firs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11770154/medium.jpeg,
48626,47790,Oenothera,"evening primroses, sundrops, and beeblossoms",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3615404/medium.jpg,
48790,71417,Montia,Montias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1236487/medium.,
48933,48932,Polemonium,Jacob's ladders,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/85185782/medium.jpeg,
49674,49041,Ceanothus,California-Lilacs,genus,https://static.inaturalist.org/photos/115875111/medium.jpg,
50255,50256,Abronia,sand verbenas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/53608231/medium.jpg,
50339,47790,Ludwigia,Primrose-willows,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56018181/medium.jpeg,
50829,50828,Viola,violets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11654351/medium.jpeg,
50837,48932,Gilia,Gilias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/13672/medium.jpg,
51122,51121,Nymphaea,waterlilies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8612205/medium.jpg,
51338,51337,Limnanthes,Meadowfoams,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/27886/medium.jpg,
52137,48932,Ipomopsis,Ipomopsises,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17827/medium.jpg,
52152,48932,Phlox,phloxes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/28788281/medium.jpg,
52470,52469,Philadelphus,mock oranges,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/83023833/medium.jpeg,
52689,781703,Sambucus,elders,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/39056940/medium.jpeg,
52972,47790,Epilobium,willowherbs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/16455/medium.jpg,
52995,71417,Claytonia,spring beauties,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8870/medium.jpg,
52997,48932,Collomia,trumpets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12790537/medium.jpeg,
53352,49155,Alnus,alders,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/111091510/medium.jpg,
53453,47567,Salix,Willows,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/79451981/medium.jpeg,
53921,53922,Mentzelia,Blazingstars,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/126136712/medium.jpg,
54774,781703,Viburnum,viburnums,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1089094/medium.JPG,
55883,52849,Hedera,ivies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/63122305/medium.jpg,
57011,57010,Helianthemum,dwarf rock-roses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/189787620/medium.jpeg,
57145,47733,Olea,Olives,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11780/medium.jpg,
60256,48072,Damasonium,starfruit,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14174/medium.jpg,
61510,52469,Whipplea,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/15891/medium.jpg,
61875,61874,Styrax,snowbells,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/159419050/medium.jpg,
63366,60478,Limonium,Sea-Lavenders,genus,https://static.inaturalist.org/photos/3926141/medium.jpg,
64696,64695,Elaeagnus,oleasters,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/65337500/medium.jpg,
67803,71421,Sarcobatus,Greasewoods,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/23323/medium.jpg,
68181,47790,Taraxia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11553/medium.jpg,
69819,47733,Ligustrum,privets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/126520804/medium.jpeg,
72027,71417,Calyptridium,pussypaws,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/9392212/medium.jpeg,
72058,71409,Cleomella,stinkweed,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/23061780/medium.jpg,
72409,71426,Triantha,sticky false asphodels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/409656/medium.JPG,
83157,52469,Hydrangea,hydrangeas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/82166001/medium.jpg,
133371,71645,Stewartia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56091700/medium.jpeg,
156674,47733,Osmanthus,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1472053/medium.jpg,
157750,64552,Diplacus,,genus,https://static.inaturalist.org/photos/17288054/medium.jpg,
319976,64552,Erythranthe,monkeyflowers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/72061328/medium.jpeg,
447425,47604,Cichorioideae,"chicories, dandelions, and allies",subfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/98484504/medium.jpg,Cichorioideae
507502,47122,Faboideae,,subfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/11708303/medium.jpeg,Faboideae
564913,47790,Chamaenerion,fireweeds,genus,https://static.inaturalist.org/photos/10363945/medium.jpg,
632790,47604,Asteroideae,,subfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/62653850/medium.jpeg,Asteroideae
771807,64552,Mimulus,Monkeyflowers,genus,https://static.inaturalist.org/photos/12283474/medium.jpg,
796031,48150,Cynoglossoideae,,subfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/11843725/medium.jpg,Cynoglossoideae
889256,51890,Sempervivoideae,,subfamily,https://inaturalist-open-data.s3.amazonaws.com/photos/26707624/medium.jpg,Sempervivoideae
47179,133387,Arctostaphylos,bearberries and manzanitas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/medium.jpeg,
47324,50638,Collinsia,Blue-eyed Marys,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3543523/medium.JPG,
47327,47328,Calochortus,mariposa lilies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/105436705/medium.jpg,
47589,47217,Cypripedium,Hardy slipper orchids,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2696/medium.jpg,
48039,48040,Lobelia,Lobelias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/137261329/medium.jpg,
48245,48231,Aquilegia,columbines,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/245963537/medium.jpg,
48367,50638,Penstemon,beardtongues,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/84784274/medium.jpeg,
48498,47122,Gleditsia,honey locusts,genus,https://static.inaturalist.org/photos/42884/medium.jpg,
48528,48527,Symphoricarpos,snowberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/44050/medium.jpg,
48621,48620,Echinocystis,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/26009649/medium.jpg,
49340,47322,Castilleja,Paintbrushes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/9209884/medium.jpeg,
49347,48150,Phacelia,Scorpionweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/32535473/medium.jpg,
49646,47322,Pedicularis,Louseworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/61346269/medium.jpg,
49650,49464,Toxicoscordion,Deathcamas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1832/medium.jpg,
50636,50638,Plantago,plantains,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/31254943/medium.jpg,
50646,47322,Orthocarpus,owl's-clovers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/24238/medium.jpg,
50651,48150,Nemophila,baby blue eyes and allies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/4795045/medium.jpg,
50653,47599,Dichelostemma,wild hyacinths,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3786409/medium.jpg,
50791,50638,Linaria,Toadflax,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/175257689/medium.jpeg,
50800,48386,Lithophragma,woodland stars,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6257/medium.jpg,
50809,47151,Scrophularia,figworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2736/medium.jpg,
51047,133387,Arbutus,madrones,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/335168998/medium.jpg,
51072,47328,Prosartes,American fairybells,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7515240/medium.jpg,
51079,48874,Toxicodendron,poison ivies and oaks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64172688/medium.jpg,
51086,47599,Triteleia,triplet lilies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/200077190/medium.jpg,
51087,47789,Clarkia purpurea,Winecup Clarkia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/12650408/medium.jpeg,Clarkia purpurea
51287,47322,Bellardia,,genus,https://static.inaturalist.org/photos/22804828/medium.jpeg,
51309,51308,Linum,Flaxes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/102736146/medium.jpeg,
51336,51338,Limnanthes douglasii,Douglas' meadowfoam,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3497/medium.jpg,Limnanthes douglasii
51611,50638,Veronica,speedwells,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6846565/medium.jpeg,
51644,48386,Tiarella,foamflowers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/32377/medium.jpg,
51735,47789,Clarkia unguiculata,Elegant Clarkia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/119743405/medium.jpg,Clarkia unguiculata
51753,47599,Brodiaea,Brodiaeas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11765/medium.jpg,
51874,48527,Lonicera,honeysuckles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/120273217/medium.jpg,
52136,52137,Ipomopsis aggregata,Scarlet Gilia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/46415397/medium.jpeg,Ipomopsis aggregata
52377,47148,Cercocarpus,mountain mahoganies,genus,https://static.inaturalist.org/photos/86801257/medium.jpeg,
52468,52470,Philadelphus coronarius,Sweet Mock Orange,species,https://static.inaturalist.org/photos/79457044/medium.jpg,Philadelphus coronarius
52502,48527,Kolkwitzia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/129910658/medium.jpeg,
52618,50255,Abronia latifolia,Yellow Sand Verbena,species,https://inaturalist-open-data.s3.amazonaws.com/photos/121060983/medium.jpg,Abronia latifolia
52761,71412,Hypericum,St. John's worts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg,
53030,48527,Dipsacus,teasels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/4745284/medium.jpg,
53051,52972,Epilobium canum,California fuchsia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/5301/medium.jpg,Epilobium canum
53145,48620,Marah,Man-roots,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7720/medium.jpg,
53221,49464,Zigadenus,,genus,https://static.inaturalist.org/photos/8882260/medium.jpg,
53303,48386,Tolmiea,piggyback plants and youth-on-ages,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6254/medium.jpg,
53317,49194,Verbena,vervains,genus,https://static.inaturalist.org/photos/2037681/medium.jpg,
53424,49041,Frangula,False-Buckthorns,genus,https://static.inaturalist.org/photos/18560465/medium.jpeg,
53435,47130,Ribes sanguineum,Red-flowering Currant,species,https://inaturalist-open-data.s3.amazonaws.com/photos/83234098/medium.jpeg,Ribes sanguineum
53448,47130,Ribes divaricatum,spreading gooseberry,species,https://static.inaturalist.org/photos/35190836/medium.jpeg,Ribes divaricatum
53914,48623,Scutellaria,skullcaps,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/136072097/medium.jpeg,
53984,50638,Digitalis,Foxgloves,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/229075348/medium.jpg,
